state,tot_cases,new_case,tot_death,new_death
MI,"773,528","4,577","17,161",28
MT,"305,561",0,"3,502",0
CT,"729,697",343,"10,648",33
NE,"284,766",0,"2,975",0
NC,"960,298","1,333","13,135",6
MN,"41,571",0,"1,537",0
SC,"1,522,855","1,806","17,990",2
RI,"115,336",355,"2,321",36
RI,18,6,0,0
WY,"20,479","1,105",127,0
NH,"319,179","2,488","2,513",13
SC,"4,883",143,138,7
VT,"126,888",49,655,1
NC,"2,739,270","2,443","25,252",5
VI,"2,542",18,25,0
MD,"502,229","1,194","10,098",14
IL,"1,621,175","2,375","27,568",39
MI,"1,452,793","5,563","25,244",0
NC,"77,683","1,577","1,574",14
VT,"37,635",155,363,3
VI,0,0,0,0
VT,215,21,12,0
FSM,0,0,0,0
NJ,"2,470,738","3,306","33,994",14
VT,"22,928",17,252,0
NC,"252,871","2,498","4,431",35
VA,"610,263","1,559","10,147",4
VT,"1,210",12,56,0
DE,"111,142",203,"1,876",1
MT,"204,788","1,925","2,921",4
DE,"25,572",215,767,1
AZ,"1,390,409",701,"24,355",1
VT,"19,099",44,228,0
MI,"981,206","1,650","19,896",61
NV,"846,578",163,"11,491",16
VT,"12,198",63,189,1
NC,"1,010,391","1,102","13,711",4
NE,"241,614",855,"2,315",-1
MO,"1,415,467",0,"20,141",0
LA,"472,617",313,"10,605",10
ID,"482,245",0,"5,056",0
MI,"130,392",701,"6,349",6
WY,"3,866",24,41,4
VA,"675,165",322,"11,160",4
ME,"218,071",777,"1,804",4
MI,"2,376,353",923,"35,384",31
MO,"14,795",218,918,7
OR,"312,053","1,106","3,585",8
NH,"101,505",228,"1,389",0
VA,"754,653",0,"11,770",0
FSM,14,1,0,0
NV,"306,952",637,"5,323",10
MN,"440,354","1,487","5,842",50
WI,"5,356",304,262,5
SC,"921,884","1,137","14,314",34
MD,"556,083",717,"10,830",11
NV,"389,358",933,"6,479",16
RI,"9,077",261,296,17
RI,"368,710",767,"3,562",0
VT,"22,523",34,248,0
MO,"622,626","1,176","9,340",1
NJ,"1,014,190",102,"26,100",9
RI,"393,116",0,"3,632",0
NC,"1,256,155","5,189","15,523",65
WY,"165,619",0,"1,834",0
VA,"559,930","2,034","7,098",8
RI,"26,670",292,"1,153",2
LA,"449,827",989,"10,241",25
AZ,"2,179,180",0,"30,698",0
VA,"691,018",835,"11,515",9
ME,"290,986",324,"2,586",2
WI,"631,301","1,514","7,263",23
MO,"11,783",178,783,15
AZ,"220,871",356,"5,706",1
AZ,"197,969",997,"4,756",68
ME,"291,986",0,"2,610",0
MT,"6,490",114,91,1
DE,"263,167",230,"2,954",1
NE,"4,461",514,70,2
MN,"594,427",805,"7,389",10
MN,"797,984","2,480","8,818",25
MI,"1,003,216",194,"21,055",10
IL,"1,656,003","1,965","28,022",19
DC,"34,259",226,861,4
MN,"3,185",0,221,0
IL,"1,261,667","2,931","23,673",8
LA,"1,037,249","11,501","15,246",51
OR,"393,232","1,035","5,228",42
ID,"28,326",384,282,9
NV,"332,529",305,"5,670",1
SC,"1,468,372",159,"17,459",41
VI,"1,807",0,23,0
LA,"1,171,022",196,"17,207",10
VT,"1,309",1,57,0
MD,"1,127,722","1,634","14,765",5
WI,"641,642",938,"7,356",7
VT,"25,213",131,261,1
KY,"1,340,052",521,"16,190",4
DE,"107,175",44,"1,827",1
NE,"42,817",466,462,0
NJ,"34,124","4,229",846,200
DE,"259,985",179,"2,940",0
MI,"2,692,485",0,"37,534",0
VI,"7,490",0,85,0
MI,"2,444,891","18,945","36,064",62
CA,"3,702,882",956,"62,689",35
NH,"134,517",0,"1,565",0
NV,"764,891","2,809","11,002",12
MT,"310,731",0,"3,520",0
MN,"681,613","2,635","8,076",12
MO,"1,462,950",0,"20,628",0
DC,"14,852",62,619,0
CT,"41,288",-15,"3,803",34
AZ,"789,720","1,980","14,462",176
MD,"504,061","1,027","10,125",17
NJ,"2,659,686","2,950","34,480",13
FSM,0,0,0,0
NV,"849,026",256,"11,529",8
NJ,"602,629","7,880","20,161",122
MN,"97,638",0,"2,067",0
MD,"395,633",917,"8,640",22
LA,"1,283,279","2,559","17,562",9
ID,"181,181",0,"1,966",0
MI,"725,720","3,515","16,925",18
MT,"147,287",418,"1,973",10
VT,"13,426",135,198,0
VT,"127,013",125,655,0
DC,0,0,0,0
RI,"390,394",320,"3,630",0
MN,"1,504,982","2,264","12,938",9
MO,"1,794",183,20,5
ME,"5,425",22,142,0
LA,"31,490",562,"2,267",40
SC,"10,278",272,424,5
MD,"579,591",740,"11,157",10
SC,"291,862","3,173","5,050",15
AZ,"128,132","4,274","2,337",92
MI,"123,500","1,873","6,303",10
MO,"1,484,783",0,"20,647",0
LA,"58,095","1,014","3,221",22
MO,"1,433,482","5,365","20,417",35
MT,"302,455",0,"3,490",0
MT,"306,709",0,"3,509",0
SC,"1,469,259",187,"17,524",7
KY,"1,369,599",689,"16,304",2
NV,"601,682","5,185","8,688",34
VT,764,6,42,3
ME,376,35,7,2
LA,"116,280","1,799","3,949",24
RI,"354,106",393,"3,540",0
WI,"1,705,084","1,887","14,720",9
MD,"1,068,021","3,016","14,551",4
SC,"1,577,744","2,083","18,078",10
ID,"432,483",0,"4,788",0
MO,"599,717",181,"9,080",0
MT,548,8,18,0
VT,"23,557",76,252,0
WI,"1,848,929","1,504","15,160",3
LA,"628,146","4,458","11,584",23
NJ,"546,091","2,496","19,244",36
ME,"86,491",425,988,6
LA,"747,816",487,"14,183",10
NV,"336,562",453,"5,705",3
DE,"102,108",328,"1,770",4
MO,"1,403,268",0,"19,355",0
CA,"3,528,795","2,460","55,330",95
ID,"476,226",882,"5,017",0
CA,"9,543,015",0,"90,612",0
OR,0,0,0,0
ME,341,40,5,0
NE,"188,408",623,"1,894",15
MO,"84,926","1,650","1,799",24
WI,"756,598","1,313","8,625",6
CT,"44,994",305,"4,186",27
WY,"57,127",57,703,0
CA,"11,284,337",0,"95,414",0
ME,"1,146",26,55,0
WI,"1,807,040","3,903","14,980",0
DE,"255,916",149,"2,882",4
NC,104,42,1,0
VI,"21,326",0,120,0
MO,"592,512",463,"8,993",2
MI,"10,900","1,155",88,29
DE,"20,017",87,661,1
VT,"103,768",0,565,0
VI,"7,134",8,78,0
MT,"126,096",240,"1,785",1
CA,"3,516,862","3,184","54,590",270
DE,"287,078",341,"2,998",14
ME,"275,997",0,"2,467",0
IL,"1,544,348","3,012","26,654",20
SC,"147,850",659,"3,336",11
FSM,0,0,0,0
DC,"152,799",246,"1,348",0
ID,"252,378","1,423","2,790",37
NC,"450,591","5,418","6,701",81
RI,"172,731",304,"2,881",1
SC,"1,472,168",122,"17,722",0
LA,"477,909",228,"10,688",0
KY,"458,543",220,"7,849",5
KY,"578,085","2,856","8,890",46
DC,"45,634",136,"1,079",2
SC,"259,210","2,698","4,753",12
WY,"167,386",0,"1,845",0
AZ,"851,725",460,"17,123",14
ID,"194,066",60,"2,122",0
MO,"1,417,911",0,"20,241",0
VI,"22,771",0,122,0
AZ,"211,760","1,754","5,409",38
ME,"286,569",0,"2,566",0
WY,"60,306",54,719,0
SC,"186,624","1,939","4,018",10
WI,"807,455","3,373","8,868",19
KY,"67,597",450,"1,406",9
LA,"397,276","2,367","8,801",58
NH,"6,165",26,395,0
VA,"299,388","3,295","4,598",45
SC,"1,549,785",974,"18,047",0
ID,"490,003",0,"5,118",0
LA,"232,414",169,"6,420",13
MT,"253,204","1,284","3,043",6
VT,"44,134",216,390,1
LA,"29,383",243,"2,012",62
NV,"5,663",60,286,1
AZ,"2,211,463",0,"30,842",0
CA,"877,784","3,707","16,987",79
VT,"1,337",4,57,0
SC,"54,250","1,876",928,25
ME,"63,559",199,794,1
MD,"1,202,880",0,"15,063",0
CT,"78,125",0,"4,674",3
MD,"96,843",585,"3,720",12
CA,"838,606","3,806","16,298",73
WI,"628,969",541,"7,240",18
KY,"1,048,907","7,012","13,690",35
KY,"1,330,726",215,"16,060",7
FSM,0,0,0,0
NC,"797,138","2,693","11,514",67
WI,"80,568",268,"1,130",0
IL,"1,288,934","3,536","23,865",39
NC,"2,673,965","2,957","25,134",8
WI,0,0,0,0
WI,"392,438","5,997","3,343",71
MO,"1,599,741",0,"21,157",0
VI,"1,538",0,23,0
ID,"444,757",120,"4,897",2
NE,"479,181",0,"4,197",0
NV,"75,607",323,"1,558",-7
VA,"204,637","2,677","3,806",6
SC,"874,955","1,909","12,907",75
VI,"7,290",15,83,0
ID,"187,776",120,"2,045",-1
DC,"48,404",68,"1,115",0
OR,"207,558",225,"2,760",1
LA,"408,995","2,760","9,044",38
CT,"349,651",46,"8,279",0
IL,"334,658","4,015","9,373",53
FSM,0,0,0,0
KY,27,11,0,0
CT,"875,574",0,"11,269",0
KY,"409,359",691,"7,034",20
WI,"1,588,689",693,"14,340",5
VT,"13,291",107,198,2
VI,283,0,6,0
WI,"724,717","2,264","8,429",13
VA,"602,182","1,632","10,092",-90
MO,"77,679","1,366","1,686",14
RI,"404,837",0,"3,669",0
CA,"366,164","9,986","7,409",126
CA,"9,082,073",741,"87,956",2
NJ,"2,542,826","3,788","34,159",7
MO,"63,677",679,"1,507",9
MI,"113,426",445,"6,231",10
VI,0,0,0,0
MO,"775,406","2,510","10,814",154
RI,"11,268",143,444,14
MI,"1,106,670","3,713","21,941",21
MD,"246,553","2,569","5,651",45
VT,"94,513",0,503,0
ME,"3,331",21,107,2
VT,"128,367",407,660,0
NE,"252,159",940,"2,354",1
ME,0,0,0,0
MN,"92,100",678,"2,037",6
NC,"2,666,572","2,158","25,106",2
MT,"116,366",223,"1,704",0
MN,"1,611,246",0,"13,362",0
DC,"137,603",0,"1,332",0
NJ,"1,024,225",112,"26,473",1
KY,"1,329,008",307,"15,988",7
NC,"964,171","1,700","13,180",17
CT,"757,227","1,256","10,840",2
FSM,0,0,0,0
DC,"14,238",52,611,0
RI,"176,453",475,"2,901",1
NC,"2,610,666","1,180","24,310",23
KY,"64,157",708,"1,362",8
CA,"3,555,915","2,608","57,336",245
MT,"192,236",0,"2,739",0
DE,"298,262",0,"3,036",0
CT,0,0,0,0
OR,"890,507",0,"8,520",0
VA,739,135,17,3
MN,"1,495,009","2,146","12,896",9
VA,94,26,2,0
NC,"402,947","4,249","6,174",51
MO,"681,518","1,937","9,667",0
VI,"21,103",58,119,1
DC,"103,487","9,201","1,218",7
DC,"15,215",52,624,1
RI,"25,073",232,"1,129",3
MT,"298,746",0,"3,481",0
FSM,0,0,0,0
IL,"2,987,502",0,"35,725",0
ID,"255,417","1,684","2,854",24
ID,"423,638",0,"4,730",0
MO,"941,810","2,107","15,584",1
CA,"9,881,072",0,"91,240",0
LA,"120,846","1,099","4,024",17
OR,"34,770",259,572,1
NE,"7,832",386,92,2
CA,"638,831","6,164","11,301",156
WY,"155,815",71,"1,769",20
IL,"65,962","2,122","2,838",176
NH,"349,630",108,"2,700",4
VA,"1,668,074",785,"19,673",20
SC,"132,955","1,024","3,001",31
MT,"96,595",307,"1,320",5
VI,"21,045",23,118,0
NE,"214,251",439,"2,220",1
MI,"69,581","2,620","5,226",57
VT,"127,089",76,655,0
VA,"541,018","3,699","6,958",26
SC,"623,225","1,903","9,964",4
ID,"42,561",513,472,3
MD,"1,020,351",0,"14,401",0
DC,"12,126",69,585,1
MI,"1,189,030","4,916","22,702",29
CT,"14,755",766,868,260
ME,"262,572",161,"2,346",0
VT,"127,515",87,656,0
MI,"262,806","2,010","7,354",20
MI,"994,375",632,"20,436",27
MN,0,0,0,0
ME,"269,720",368,"2,413",0
VA,"2,878",471,54,2
CA,"5,062,641","4,667","73,712",56
AZ,"337,401","10,325","6,687",48
FSM,13,0,0,0
DC,"11,529",102,580,0
ID,"315,270",355,"4,097",15
NC,"2,757,380","4,758","25,295",8
VT,"1,822",20,57,0
VI,"23,109",14,123,0
MT,426,4,10,2
VA,"1,691,268",0,"20,149",0
DC,"150,495",192,"1,346",3
RI,"165,678",267,"2,851",4
AZ,"897,910",900,"18,000",21
KY,"705,557","4,064","10,734",49
ME,"19,523",400,265,6
WY,"174,213",0,"1,877",0
NH,"99,770",22,"1,375",0
NC,"44,159","1,346","1,218",21
NJ,"2,495,905","3,539","34,064",7
LA,"453,351",466,"10,293",4
MN,"736,711","1,065","8,416",8
KY,"453,460",382,"7,721",9
WI,"90,182","1,592","1,201",10
OR,"5,636",101,176,2
CT,"53,108",102,"4,467",1
FSM,0,0,0,0
WI,"997,688",0,"10,134",0
CA,"4,497,019","7,523","66,030",40
SC,"146,679",876,"3,322",26
SC,"134,123","1,168","3,015",14
DC,"49,262",7,"1,141",0
MO,"34,625","1,120","1,172",5
DE,"19,429",119,653,1
RI,"9,454",178,341,21
WI,"221,559","4,130","1,943",48
VT,"6,547",77,136,5
MI,"1,535,147","17,822","26,239",84
WY,"51,690",260,596,0
AZ,"627,926","8,998","10,147",6
MN,"31,296",414,"1,357",13
VI,"1,238",6,19,0
MI,"2,382,197",993,"35,533",49
ID,"484,601",0,"5,067",0
MT,"105,526",193,"1,489",12
VI,"6,071",15,62,2
LA,"638,443","6,606","11,793",87
ID,"83,344","1,099",763,4
KY,"233,310","3,108","3,937",47
RI,"31,745",470,"1,203",3
NH,"99,685",33,"1,374",0
ME,"254,855",1,"2,336",0
ME,"155,692",585,"1,531",0
NH,"95,163",277,"1,304",1
NC,"1,635,745","7,305","19,741",30
MT,"306,709","1,148","3,509",7
MT,"122,533",215,"1,756",1
WY,"163,340","1,180","1,829",5
CT,"321,586","1,807","7,944",4
CT,"82,987","1,524","4,707",9
KY,"53,640",531,"1,187",10
DE,"203,271","4,779","2,478",11
NH,"301,777",0,"2,445",0
VT,"127,960",0,660,0
DE,"258,929",100,"2,936",1
VT,"1,149",2,55,0
LA,"764,354",0,"14,685",0
WI,0,0,0,0
OR,"256,087","1,555","3,028",8
MT,"139,712","1,219","1,877",12
WY,"177,165",0,"1,899",0
VT,236,21,13,1
AZ,"530,622","10,063","9,015",151
MT,0,0,0,0
MT,"97,401",104,"1,327",0
AZ,"66,475","3,429","1,535",45
LA,0,0,0,0
MN,"602,880",194,"7,560",2
MI,"2,804,588",0,"38,317",0
AZ,"2,062,669",0,"30,332",0
ME,"43,872",220,701,24
ID,"448,754",0,"4,936",0
NJ,"1,815,163","32,700","29,444",70
DE,"10,417",74,545,1
RI,"144,637",17,"2,723",0
OR,0,0,0,0
RI,"346,853",352,"3,527",0
MD,"1,235,285","2,197","15,274",17
NH,"5,782",22,371,4
MO,"1,484,783",0,"20,647",0
KY,"28,577",717,833,8
SC,"615,018","1,469","9,944",11
VA,"201,960","1,161","3,800",1
DE,"107,720",10,"1,842",0
NV,"295,460",391,"5,020",15
DE,"160,606",684,"2,312",4
AZ,"1,133,862","1,886","20,557",57
IL,"3,474,890","11,942","38,671",11
KY,"459,712",158,"7,878",5
CT,"851,389","1,494","11,101",2
CT,"259,372",0,"7,214",0
IL,"3,751,275","2,210","39,624",14
NJ,"1,089,838","1,508","26,864",15
WY,"42,379",261,373,22
MI,"1,599,679","7,779","27,459",100
KY,"2,679",111,162,9
ME,"290,051",0,"2,582",0
VT,"14,151",96,204,0
CT,"49,077",94,"4,423",5
AZ,"994,736","3,427","18,638",0
VT,"1,176",5,55,0
VA,"323,915","4,782","4,791",31
DC,"49,255",6,"1,141",0
NH,"94,886",210,"1,303",2
CT,"869,372",266,"11,180",0
MD,0,0,0,0
MD,"127,791",501,"4,098",6
DE,"16,805",66,631,1
CA,"248,235","8,040","6,184",125
WI,"27,838",251,751,0
VA,"255,053","3,880","4,200",3
FSM,1,0,0,0
AZ,"894,106",546,"17,930",17
AZ,"87,448","3,334","1,757",37
ME,"20,918",261,292,11
KY,"419,202",266,"7,239",13
MO,"754,054","1,281","10,453",4
MT,479,0,16,0
NE,"491,350",0,"4,323",0
MO,"598,027",660,"9,075",4
FSM,3,0,0,0
RI,"167,868",342,"2,859",0
MN,"655,418","2,130","7,937",5
LA,"1,166,002",130,"16,887",25
MT,0,0,0,0
MO,235,70,1,0
NE,"96,168","2,661",775,19
WY,"2,026",41,24,2
VA,"670,834",378,"11,042",13
CT,"352,037",212,"8,286",0
VI,"1,434",8,23,0
CA,"3,652,692","1,945","61,167",140
VT,"23,118",20,252,0
NC,62,23,1,0
IL,"3,629,276","8,399","39,119",11
MI,"252,717","1,587","7,245",13
VI,547,19,9,0
FSM,0,0,0,0
WI,"30,707",480,784,0
WY,"113,077",215,"1,472",0
NE,"289,282","1,025","3,001",13
NJ,"413,368","6,166","17,426",90
CA,"5,714,613","165,889","75,924",77
VA,"1,751,444","3,836","20,332",4
WY,"175,290",0,"1,884",0
NJ,"646,189","5,049","20,760",96
VT,"74,743",843,465,2
CT,"719,327",0,"10,357",0
DC,"168,514",75,"1,392",0
ID,"208,054",780,"2,245",9
VT,"47,345",583,400,1
NE,"18,457",234,266,6
OR,"399,361","1,099","5,356",38
ID,"185,227",227,"2,022",5
VT,"15,103",89,208,1
NC,287,78,1,0
IL,2,0,0,0
NH,"5,897",40,381,5
CT,"814,328",652,"10,998",27
WY,"35,941",204,257,0
DE,"257,361",75,"2,918",1
FSM,3,0,0,0
MD,"499,648","1,272","10,068",11
CA,"10,266,226","53,735","91,930",135
AZ,"872,022",854,"17,447",9
OR,"850,355",0,"8,101",0
NC,"248,302","1,719","4,363",41
CA,"10,930,234","41,376","93,517",139
VI,"2,466",17,24,0
AZ,"998,164","3,428","18,661",23
CT,"162,782",0,"5,581",0
WY,"156,167",0,"1,791",0
WY,18,2,0,0
VI,"1,197",6,18,0
CT,"42,201",179,"3,944",32
MI,"279,992","2,707","7,540",24
CA,"1,671,081","53,711","21,410",232
WI,"132,123","3,000","1,358",21
DE,"294,908",867,"3,024",0
DE,"254,854",75,"2,854",1
DC,"12,589",71,589,2
RI,"373,093",428,"3,577",0
LA,"682,272","2,476","12,403",44
FSM,14,0,0,0
WY,"106,287",297,"1,298",55
LA,"717,224","1,550","13,120",22
DC,"11,717",68,581,0
ME,"180,877","3,068","1,644",18
NV,"2,584",128,102,17
NE,"216,079",391,"2,205",0
CA,"9,385,311","50,544","90,219",102
DC,"3,892",51,185,7
ME,"34,759",376,519,5
NC,"212,560","2,228","3,854",20
CT,"283,622",494,"7,678",20
OR,"158,291",284,"2,305",2
CT,"745,652",0,"10,813",0
VA,"2,050,814","1,335","21,479",0
IL,"3,771,745","2,467","39,760",13
LA,"475,126",473,"10,638",7
WI,"568,166","1,891","5,906",1
ID,"43,702",464,480,6
NE,"441,456",0,"3,705",0
MD,"1,190,410","1,720","15,011",5
VI,"4,996",36,40,0
WY,"53,944",44,671,9
MI,"467,197","5,273","9,831",116
MI,"621,080","2,281","14,785",76
NC,"1,670,691","19,881","19,797",23
WY,604,8,7,0
RI,31,10,0,0
KY,"41,176",809,989,8
WI,"597,475","1,719","6,545",49
NC,"1,592,872","3,868","19,529",22
MO,"23,002",576,"1,081",7
LA,"458,834",253,"10,382",0
NC,"2,863,303","2,971","25,623",9
NE,"534,818",0,"4,490",0
NJ,"113,857","2,669","6,442",398
NV,"357,244",843,"5,914",2
MT,"7,340",89,104,0
CT,"60,038",0,"4,530",0
MI,"877,897","8,115","17,878",56
VI,"1,351",3,21,0
MI,"267,992","1,594","7,419",26
ME,"96,267",478,"1,083",7
LA,"49,385",870,"3,104",20
MN,"1,454,278","1,731","12,781",3
NE,"508,139",0,"4,363",0
VI,"1,290",0,19,0
WI,"932,930","4,640","9,741",35
WY,"49,922",214,550,28
NV,"677,345",0,"9,508",0
CT,"66,052",679,"4,577",8
OR,"7,083",146,192,2
WY,"13,028",521,87,0
AZ,"314,573","3,479","6,568",44
WI,"1,773,092","2,549","14,912",12
MN,"498,926",708,"6,817",2
VA,"641,626","1,415","10,529",19
AZ,"163,875","1,814","3,304",-1
WI,"21,926",333,682,11
IL,"41,777","2,119","1,874",79
NC,"903,447","1,880","12,779",18
MD,"83,748",694,"3,561",10
CA,6,0,0,0
MT,"130,095",304,"1,811",0
ME,"69,797",91,891,4
KY,"446,139",677,"7,616",3
NC,17,8,1,1
ME,"69,868",71,891,0
MN,"441,935","1,581","5,885",43
SC,"256,512","3,646","4,741",52
MD,"120,912",344,"4,020",5
NC,"5,483",294,181,23
NE,"519,584",648,"4,370",0
ID,"1,486",28,33,6
NV,"8,350",125,415,-12
AZ,"885,412",370,"17,742",27
VA,"123,668","1,126","2,652",11
NJ,"2,184,240","1,683","33,136",10
IL,"1,387,760",165,"25,490",9
OR,"885,963",666,"8,492",11
MN,"1,651,999",0,"13,558",0
DE,"309,804",394,"3,112",0
MI,"964,011","3,069","19,347",74
LA,"777,696",590,"14,897",13
CT,"56,315",155,"4,497",1
NE,"485,756",0,"4,284",0
VT,"1,959",29,57,0
MT,"188,013",483,"2,547",7
VT,"1,600",5,57,0
MI,"642,230","1,416","15,455",52
SC,"221,745","1,544","4,408",20
MO,"976,900",0,"15,880",0
MN,"1,630,819",0,"13,429",0
VA,"681,194",122,"11,431",4
MT,829,26,22,1
NC,"352,753","4,635","5,693",37
FSM,0,0,0,0
RI,"369,509",393,"3,562",0
WY,"126,468",0,"1,588",0
DC,"15,264",14,624,0
VT,"2,540",122,58,0
IL,"1,164,922","1,348","22,199",33
MN,"608,405",621,"7,732",1
ID,"403,137","1,089","4,552",-1
MT,478,0,16,0
VT,701,18,32,1
NE,"16,460",219,216,4
MT,"271,641",0,"3,223",0
OR,"2,253",76,87,1
VT,8,4,0,0
ME,"4,804",40,135,1
MO,"7,099",225,351,19
VI,"2,819",16,25,0
MN,"618,532",372,"7,789",1
MO,"17,251",155,988,7
LA,"579,416","5,513","11,226",16
RI,"136,025",407,"2,641",2
MN,"462,528",721,"6,270",2
NV,"293,029",399,"4,942",9
CT,"318,767","1,038","7,935",5
VI,"3,210",16,27,0
IL,"1,466,813","3,042","26,123",11
FSM,0,0,0,0
CT,"439,423",0,"8,972",0
ID,"475,344",0,"5,017",0
NH,819,31,21,3
VA,"1,491,993","10,699","16,002",54
VA,"1,551,705","6,069","16,252",35
DE,"1,227",113,32,4
FSM,0,0,0,0
NE,0,0,0,0
FSM,0,0,0,0
CA,"10,076,018","65,339","91,516",96
WY,"4,006",17,42,0
NJ,"1,046,514","1,346","26,636",7
VT,112,26,9,2
OR,"30,599",257,525,4
SC,"901,488",427,"13,815",12
RI,"106,521",588,"2,104",9
FSM,11,0,0,0
VA,"156,649","1,114","3,344",16
MO,"603,049",705,"9,189",48
MI,"306,101","3,823","7,762",36
NJ,"2,129,191","2,961","31,948",80
ME,"59,216",336,771,2
LA,"150,734","1,151","5,004",0
LA,"426,048","1,404","9,503",26
WI,"1,587,255",488,"14,334",18
VA,"367,536","3,771","5,132",8
VT,"16,341",178,215,1
NH,"2,054",44,66,6
NH,26,9,0,0
MN,"1,601,006",0,"13,320",0
VT,"125,386",177,647,0
NV,"11,297",124,483,19
IL,"3,094,485",0,"37,815",0
LA,"187,995",275,"5,934",8
IL,"1,680,908",0,"28,414",0
WY,0,0,0,0
RI,"186,699",909,"2,942",1
OR,"885,963",0,"8,492",0
MI,"985,129","1,062","20,050",49
RI,"25,709",147,"1,138",5
NH,"5,450",14,331,1
CT,"62,830",802,"4,542",2
NJ,"290,156","4,016","16,522",27
DE,"108,045",10,"1,851",0
FSM,0,0,0,0
NC,"156,218","1,760","2,733",27
NC,"1,132,760","6,989","14,385",37
MD,"606,101","1,716","11,422",30
VT,"41,905",171,382,1
VT,0,0,0,0
LA,"769,801",250,"14,777",0
LA,0,0,0,0
NJ,"175,621",282,"15,448",25
MO,"1,425,626",0,"20,360",0
VT,"8,637",161,161,1
ME,"188,328","1,804","1,658",0
VT,"131,746",0,685,0
NC,"972,914","1,320","13,266",11
ID,"443,792",126,"4,870",2
NJ,"1,104,793",354,"26,978",26
NV,"478,082",675,"8,189",36
OR,0,0,0,0
OR,"161,320",326,"2,362",5
KY,"723,020","1,574","11,148",31
FSM,0,0,0,0
VA,"1,351,417",0,"15,803",0
ME,"116,239","1,020","1,255",12
MO,"131,133",761,"2,440",31
MD,"182,139","2,168","4,619",37
FSM,0,0,0,0
ME,"1,120",27,55,2
DC,"22,164",322,692,2
AZ,"2,016,797","2,777","29,823",142
LA,"103,734",0,"3,715",0
MO,"146,990","2,228","2,700",31
LA,"1,172,417",233,"17,235",6
NE,"283,153",0,"2,954",0
DE,"105,300",97,"1,801",1
MI,"954,004","3,136","19,099",68
NC,"359,634","3,504","5,779",44
WI,"1,736,078","1,966","14,836",10
MD,"411,344","1,366","8,838",17
DE,"106,719",81,"1,819",1
NH,"8,317",51,441,2
IL,"126,890",975,"5,864",69
ME,769,34,20,1
ID,"60,923",882,585,5
DE,12,0,0,0
KY,"42,888",843,"1,010",10
NJ,"2,745,092","1,753","34,750",0
DC,1,1,0,0
VA,"613,974","1,912","10,178",24
NJ,"2,107,606","5,379","31,391",71
NC,"1,530,341","3,856","19,100",19
DE,12,0,0,0
WI,1,1,0,0
DE,"104,828",198,"1,798",2
RI,"144,111",12,"2,710",0
LA,"1,422,451","1,944","17,843",10
NC,0,0,0,0
NH,"129,123",538,"1,522",1
VT,"31,411",170,315,2
RI,0,0,0,0
CT,"455,566",0,"9,002",0
NV,"719,817",366,"10,777",3
WI,"149,467","3,274","1,435",9
MO,"783,886","2,761","10,874",13
MD,"1,039,776","1,913","14,486",4
NC,"428,521","6,623","6,414",65
LA,"421,018",624,"9,391",66
MD,3,3,0,0
KY,"462,723",376,"7,949",5
VT,635,47,26,2
ID,"295,147",662,"3,629",29
ME,"162,058","2,570","1,592",10
OR,"149,576",494,"2,094",38
CT,"53,006",127,"4,466",1
RI,"328,207","1,012","3,362",5
ID,"196,310",182,"2,165",0
DE,"128,996",588,"2,028",5
VI,"1,139",5,15,1
NJ,"2,595,210","4,024","34,265",-1
WY,"3,684",50,37,0
VI,"12,541",403,89,0
IL,6,0,0,0
RI,21,2,0,0
MD,"136,744",590,"4,194",6
VI,"15,556",0,109,0
SC,"299,738","3,301","5,142",15
NH,"97,430",126,"1,329",3
FSM,9,0,0,0
DC,"46,869",129,"1,097",1
DE,"171,443",620,"2,378",6
ME,"1,360",43,62,0
IL,"1,174,409","1,585","22,466",40
ME,"9,375",60,165,0
KY,293,50,8,2
RI,"349,166",336,"3,532",0
CA,"9,437,716",0,"90,382",0
AZ,"863,927",356,"17,344",6
VT,"1,194",6,56,0
LA,"1,165,373",289,"16,813",28
KY,"77,860",624,"1,558",13
AZ,"208,223",606,"5,315",27
LA,"158,882",492,"5,252",17
IL,"1,396,027",530,"25,763",8
MI,"2,547,366","19,535","36,407",50
ID,"429,476","1,738","4,772",9
DE,"120,124",374,"1,938",6
LA,"471,417",244,"10,576",0
RI,"144,497",17,"2,721",0
WY,447,6,6,0
OR,"144,605",627,"1,991",10
VI,"3,341",11,27,0
WY,"3,579",36,37,0
MT,"145,000","1,174","1,930",16
ME,"124,756",855,"1,324",21
FSM,"20,833",0,49,0
MO,"580,548",888,"8,922",9
DC,"134,678",0,"1,321",0
AZ,"1,351,213","3,808","23,913",72
ID,"34,310",329,406,17
AZ,"893,147",436,"17,913",-1
VI,"7,380",10,84,0
FSM,3,0,0,0
MO,"114,834","1,739","2,191",23
RI,"131,393",409,"2,621",5
NJ,"2,694,047","2,495","34,619",11
CT,"29,287",523,"2,436",97
NV,"57,198",742,991,6
WI,"503,706","3,263","5,019",66
WY,"46,647",479,489,0
CT,"838,159",408,"11,055",1
OR,"402,436",872,"5,469",49
DE,"14,118",60,603,2
ME,"268,387",400,"2,409",0
VI,"21,775",0,120,0
VI,"1,413",0,23,0
NC,"137,150","1,358","2,365",22
VT,0,0,0,0
NV,"231,618","2,747","3,183",32
IL,"224,887","1,680","8,126",29
IL,"1,251,346","3,235","23,626",25
NE,"270,724",862,"2,842",1
NV,"390,600","1,242","6,510",31
