state,tot_cases,new_case,tot_death,new_death
NH,"117,871",417,"1,473",1
WI,"1,594,940",873,"14,390",7
VT,"37,480",149,360,0
FSM,0,0,0,0
LA,"1,165,736",363,"16,832",19
IL,"573,616","10,631","11,162",74
IL,"3,106,642","3,931","37,840",10
NJ,"118,653","2,388","7,228",458
NC,964,173,6,1
NE,"17,335",161,240,6
MN,"132,122","2,259","2,381",14
DC,"14,902",50,619,0
IL,"3,274,360","6,406","38,114",11
FSM,"9,376",155,28,0
CA,392,57,5,1
MT,"111,785",67,"1,613",1
NH,"316,691",0,"2,500",0
WY,"10,545",426,68,0
SC,"1,985",222,32,4
LA,"1,224,503","2,628","17,399",7
NH,"147,652",818,"1,639",9
IL,"48,102","2,219","2,125",142
DC,"42,128",122,"1,038",1
KY,"59,918",640,"1,311",16
ME,"269,352",510,"2,413",1
NH,"4,197",48,210,1
OR,"654,343",0,"6,214",0
LA,"764,354",726,"14,685",23
CT,"892,220",988,"11,343",0
NH,"6,262",13,400,2
ID,"217,887",834,"2,327",8
OR,"207,998",211,"2,763",2
FSM,0,0,0,0
WI,"1,649,615","2,586","14,514",6
VA,"196,506","1,594","3,741",15
RI,"173,148",231,"2,881",0
ID,"2,293",33,69,-1
CA,"9,105,181",0,"88,355",0
IL,"3,169,315","7,709","37,956",7
KY,"58,147",757,"1,266",15
VI,"6,960",5,73,0
NJ,"2,243,233","2,532","33,374",3
DE,"309,804",0,"3,112",0
CT,"881,831",237,"11,299",0
DC,"136,322",109,"1,331",0
AZ,"2,224,964",0,"30,901",0
ID,"462,978",0,"4,973",0
MD,"535,157","1,287","10,500",15
RI,"14,329",63,720,2
MD,"20,849",736,"1,120",57
CT,"230,125","6,703","6,670",76
LA,"131,961",562,"4,287",24
OR,"314,841","1,680","3,624",30
KY,"745,296","1,463","11,687",19
DE,"84,721",317,"1,596",3
MI,"2,389,506",0,"35,706",0
SC,"892,168",958,"13,461",43
CA,"145,643","3,660","4,879",47
FSM,38,0,0,0
MI,"1,958,496","17,788","30,522",110
MI,"1,001,738",147,"20,988",9
VA,"1,774,185","3,565","20,370",12
AZ,"2,268,158","3,999","31,326",82
VA,"65,109",716,"1,849",4
NH,"332,364",244,"2,586",1
MT,"274,598",0,"3,378",0
DC,2,0,0,0
LA,"201,981","3,450","6,121",24
ID,"192,941",87,"2,105",0
RI,"353,192",611,"3,540",2
MN,"1,490,445","2,120","12,884",9
NV,"738,764","1,390","10,895",12
DC,"9,269",70,483,4
MD,"399,016","1,118","8,687",19
CT,"50,567",247,"4,444",3
DC,"45,498",170,"1,077",1
NE,"485,377","1,292","4,275",35
NV,"338,629",557,"5,723",3
ID,"285,003",725,"3,413",10
KY,"2,369",124,134,10
NE,"332,257",0,"3,327",0
VA,"89,888",984,"2,174",33
MO,"1,366,896","4,643","17,971",21
ME,0,0,0,0
NV,245,55,4,2
NH,"303,134",124,"2,455",3
KY,"701,493","2,276","10,685",66
RI,"166,015",337,"2,853",2
WY,"114,242",180,"1,526",0
NC,"1,228,064","8,780","15,225",69
NH,"332,364",0,"2,586",0
CA,"3,880,618","2,411","63,376",59
FSM,0,0,0,0
IL,"90,369","2,432","4,058",130
DE,"301,797",200,"3,042",0
ID,"81,317","1,519",759,7
IL,"2,077,260","34,827","30,747",181
NE,"201,455",114,"2,082",0
LA,"552,787","3,704","11,026",9
KY,"134,675","2,705","2,372",27
NJ,"133,685","1,753","8,801",252
ID,"30,465",395,326,12
DE,"86,581",303,"1,618",0
MO,"612,528",871,"9,250",2
MI,"2,652,659","16,445","37,291",149
MI,"1,003,427",211,"21,062",7
MT,"108,097",49,"1,563",0
NC,"441,015","5,416","6,563",80
KY,"429,932",454,"7,416",3
AZ,"2,125,567","16,514","30,515",63
MI,"66,961",487,"5,169",47
FSM,0,0,0,0
ID,"161,212",620,"1,714",26
CA,"9,081,332","7,169","87,954",145
ME,"68,630",35,848,3
WI,"733,940","2,531","8,462",17
CT,"723,812",253,"10,512",41
IL,"151,572","1,018","7,329",20
FSM,0,0,0,0
NE,"522,491",0,"4,394",0
CA,"42,164","1,027","1,647",74
NH,"342,243",206,"2,646",0
SC,"653,854","3,321","10,072",12
VT,"21,370",86,241,0
MO,"771,811","1,283","10,657",2
FSM,0,0,0,0
NV,"384,135","1,362","6,376",24
VT,856,1,52,0
RI,"119,825",371,"2,502",7
KY,"1,325,600",566,"15,891",22
NJ,"407,202","4,420","17,336",15
FSM,0,0,0,0
WI,"59,401",411,956,1
LA,"475,538",184,"10,648",0
MO,"144,762","2,533","2,669",21
AZ,"2,268,158",0,"31,326",0
MN,"501,458","1,496","6,830",6
ID,"443,549",0,"4,867",0
MN,"194,570","4,889","2,810",58
LA,"352,939","4,705","7,971",53
DC,"55,570",139,"1,161",1
NC,"3,993",295,91,10
MO,"620,025","1,291","9,315",4
MI,"651,502","1,312","15,730",52
NJ,"930,026","2,831","24,649",12
IL,2,0,0,0
MT,"191,593",581,"2,722",51
MO,"1,462,950",0,"20,628",0
CA,"3,892,784","3,256","63,478",6
DE,"303,196",0,"3,070",0
VI,"1,850",22,23,0
MD,"378,490",862,"8,301",13
KY,"212,130","2,970","3,580",58
MN,"160,923","3,827","2,584",31
DE,"107,352",43,"1,832",0
ME,"273,603",480,"2,464",0
SC,"870,206","1,588","12,754",10
MN,"607,696",86,"7,730",1
NH,"120,268",548,"1,481",2
OR,"890,507",0,"8,520",0
VT,"125,552",98,650,3
CT,"820,870",0,"11,015",0
MO,"21,225",577,"1,058",8
KY,"110,726","1,836","2,055",20
CA,43,4,0,0
MN,"895,229","4,130","9,462",56
NE,"30,833",255,368,6
MD,"542,886","1,259","10,614",19
LA,"1,172,976",274,"17,244",4
SC,"154,832",838,"3,504",30
MI,"220,033",948,"6,934",5
VA,"537,319","3,203","6,932",34
RI,"127,732",425,"2,596",0
VT,"1,515",4,57,0
NH,"38,512",504,677,21
VA,"1,894,424","3,451","20,746",6
KY,"1,398,071","1,458","16,418",10
SC,"11,141",219,457,17
RI,"55,349","1,069","1,376",7
MN,"1,295,117","14,617","11,489",67
NV,"717,028",297,"10,954",92
NV,"711,249",401,"9,988",39
ID,0,0,0,0
WY,"156,550",0,"1,812",0
VA,"911,321","1,822","13,585",47
WI,"1,584,157",451,"14,291",7
FSM,0,0,0,0
MO,"490,138","3,111","7,407",46
MO,"549,769",594,"8,532",9
WI,"1,591,602","1,397","14,349",5
DE,"102,387",279,"1,772",2
WI,"621,654",377,"7,106",4
FSM,0,0,0,0
NE,"227,240",98,"2,277",0
DE,"288,583",304,"3,001",1
NH,"330,285",169,"2,572",2
NC,"9,335",411,384,24
MT,"104,725",173,"1,438",1
WY,44,14,0,0
FSM,14,0,0,0
MO,"9,056",68,512,18
CT,"700,640","1,240","10,076",66
WI,"589,384","1,804","6,390",56
NJ,"983,875","2,839","25,206",45
VI,"2,954",9,26,0
MN,"37,624",414,"1,503",8
RI,"297,911","2,984","3,188",6
LA,"996,623",0,"15,137",0
NC,"13,543",631,551,12
VI,"1,150",6,16,1
SC,"1,712,599",287,"18,392",0
NV,"718,437",833,"10,749",21
MO,"831,384","1,595","11,690",5
WI,"649,178","1,084","7,406",4
NJ,"105,523","3,327","5,863",246
RI,"11,467",199,462,18
DE,"107,992",19,"1,850",0
WI,"746,566",859,"8,537",1
KY,"1,250,475","3,203","14,645",49
CT,"348,695",30,"8,270",0
NJ,"211,299",711,"16,127",5
NH,"351,929",0,"2,709",0
CA,"10,143,414",0,"91,701",0
NV,"565,911","7,382","8,606",22
KY,"1,284,569","2,391","15,017",33
OR,"158,644",353,"2,316",11
MT,"115,305",50,"1,695",0
LA,"166,075",923,"5,465",21
RI,"114,565",460,"2,269",15
CA,"940,010","5,338","17,771",79
MD,"287,802","2,483","6,430",44
KY,"181,397","2,434","3,030",40
VA,"22,342",772,812,43
ME,"139,501","1,052","1,378",2
MN,"207,339","5,544","2,895",46
NJ,"1,032,255",909,"26,568",4
MI,"242,540","1,094","7,125",9
WY,200,13,0,0
ID,"2,419",30,73,0
NE,"478,044",0,"4,175",0
NC,"3,110,669","4,051","26,458",14
NV,"309,699",549,"5,359",6
CA,"4,646,334","11,543","67,928",154
MN,0,0,0,0
SC,"935,469",860,"14,477",10
MN,"624,851","1,324","7,822",6
MO,"584,069",795,"8,952",5
MO,"646,383","1,394","9,474",0
VA,"70,670",888,"1,966",4
NC,"10,139",357,414,15
ME,"230,699",0,"2,134",0
NH,"102,117",153,"1,389",0
WI,0,0,0,0
ID,"493,071",0,"5,156",0
MD,"100,212",519,"3,762",8
AZ,"815,153","1,621","15,897",83
VI,"16,091",0,111,0
DC,"17,074",101,645,1
MO,"317,813","5,042","4,746",73
MT,"272,621",0,"3,249",0
VT,"18,925",115,228,0
IL,"268,246","1,941","8,599",35
MI,"174,435","1,354","6,589",5
FSM,0,0,0,0
NH,"99,748",20,"1,375",0
IL,"1,046,030","5,862","19,617",120
DC,"11,339",78,579,1
FSM,0,0,0,0
DC,0,0,0,0
AZ,2,1,0,0
VA,"1,654,893","1,681","19,315",103
OR,"30,995",194,529,3
NC,"1,478,625","1,823","18,616",26
ID,"436,033","1,052","4,807",11
MN,"3,602",156,272,28
AZ,"311,094","3,985","6,524",9
DC,"10,327",35,551,0
ID,"199,516",358,"2,190",1
NE,"183,891","1,106","1,842",0
ID,5,4,0,0
WI,"980,783","5,912","10,005",50
NE,"248,214",447,"2,347",0
MN,"1,352,448","5,448","11,711",45
NE,"231,097",439,"2,290",1
MN,"510,398","1,857","6,892",26
SC,"1,465,990",331,"17,012",10
OR,"375,357","1,104","4,655",35
WI,"1,024,094",0,"10,386",0
MD,"1,255,384",719,"15,427",4
LA,"275,545","3,269","6,933",38
RI,"191,886","1,085","2,957",6
ME,"95,290",313,"1,075",0
CT,"832,913",341,"11,045",0
CA,"4,396,971","14,968","65,271",28
NE,"1,166",98,24,0
MD,"1,214,585","2,951","15,126",12
NE,"530,925",0,"4,455",0
IL,2,0,0,0
OR,"70,006","1,503",882,15
KY,"59,278",324,"1,295",13
NJ,"1,027,460",446,"26,529",2
NH,"58,709",845,938,5
VA,"2,033,034","1,706","21,374",0
CT,68,27,0,0
SC,"1,559,787","2,073","18,056",0
WY,0,0,0,0
VA,"64,393",658,"1,845",29
VI,"22,326",26,122,0
MO,"1,411,722",0,"19,993",0
DE,"104,466",184,"1,796",2
NE,429,54,8,0
FSM,0,0,0,0
DC,"155,268",0,"1,349",0
WY,"65,953",249,786,0
RI,"334,592",256,"3,407",2
NC,"3,128,742","3,875","26,539",14
CA,"9,247,030",0,"89,694",0
CT,"403,827",412,"8,776",10
ME,"62,986",306,791,1
WY,"57,737",41,705,0
VT,"22,797",3,249,0
NC,"2,588,150","3,985","23,790",63
MI,"93,911","1,145","5,806",30
NC,"245,044","1,710","4,304",35
ID,"233,577",947,"2,472",12
WI,"716,806","1,103","8,370",1
MT,"309,452",0,"3,518",0
NV,"79,297",462,"1,627",0
LA,"448,838",0,"10,216",0
SC,"845,970","3,590","12,140",123
KY,"74,590",829,"1,515",7
KY,"1,390,313","1,671","16,380",2
WY,"44,875",302,438,0
VT,"1,198",4,56,0
MT,"184,394",0,"2,479",0
ME,"32,417",466,461,8
SC,"595,923",132,"9,797",2
ID,"200,484",529,"2,197",2
VA,"654,210",884,"10,691",16
MT,"113,203",18,"1,651",0
ME,"224,921",524,"1,910",27
DC,"49,396",9,"1,141",0
NC,"1,578,718","4,044","19,435",26
FSM,0,0,0,0
DE,"135,982",170,"2,094",0
ME,"44,694",163,703,0
VA,0,0,0,0
ME,"101,281",243,"1,122",2
SC,"895,073",885,"13,608",48
RI,"66,731","1,128","1,494",14
DE,"19,098",88,652,2
SC,"1,534,970","1,866","18,019",0
FSM,0,0,0,0
WI,"615,225",965,"6,994",58
DE,"256,215",42,"2,890",2
MI,"154,774","1,592","6,471",13
NJ,"162,492",541,"11,880",110
AZ,"2,014,020",0,"29,681",0
MO,"1,637,503",0,"21,421",0
MT,"104,097",117,"1,436",1
OR,"386,634",844,"5,066",49
NJ,"170,571",339,"12,995",46
VT,"100,474",382,537,3
FSM,0,0,0,0
KY,"258,458","2,717","4,483",74
ME,"11,329",207,189,12
CA,"650,336","5,585","11,590",124
RI,"392,089",365,"3,630",0
LA,"1,448,503",689,"17,977",9
OR,"435,453","4,522","5,710",44
MI,"1,463,919","5,563","25,244",0
MN,"135,372","1,570","2,406",4
ME,"70,660",62,900,0
AZ,"408,740","5,856","7,357",35
DC,"49,127",8,"1,137",0
MO,"436,721","6,006","6,716",49
ME,"80,086",318,940,0
IL,"1,508,005","4,942","26,420",19
MO,"21,843",618,"1,067",9
NE,"525,171",0,"4,445",0
CT,"387,733",470,"8,501",18
LA,"187,720","1,071","5,926",7
WI,"100,574","2,134","1,239",2
VI,"5,066",33,41,1
FSM,0,0,0,0
CT,0,0,0,0
ID,"172,931",0,"1,879",0
MN,"469,905",651,"6,387",11
DC,"62,266",168,"1,182",1
CT,"278,184","1,493","7,595",23
MI,"1,561,184","7,394","26,699",51
WY,701,13,7,0
RI,"144,643",6,"2,723",0
NH,"86,510",385,"1,249",0
NH,"74,258",335,"1,157",2
KY,0,0,0,0
DC,"61,153",157,"1,174",0
DE,"268,302",599,"2,962",1
VA,"193,477","1,302","3,713",6
MD,"65,777",440,"3,240",17
NJ,"1,939,089","23,672","29,853",116
VA,"680,744",180,"11,423",4
WI,0,0,0,0
NH,"66,721",337,"1,076",10
NJ,"1,892,142","25,405","29,634",140
NJ,"2,232,789","1,817","33,349",6
MD,"344,620","1,482","7,407",48
AZ,"2,030,925",0,"30,230",0
CT,"717,520","1,828","10,318",-2
NH,"35,609",649,650,12
CT,"138,258","2,414","5,242",18
KY,"301,681","4,633","5,244",44
MO,"871,996",964,"12,344",1
KY,"464,002",224,"7,962",2
NC,"2,564,732","5,985","23,359",86
CT,"56,160",136,"4,496",1
WI,"674,739",259,"7,894",19
VI,"10,714",424,89,0
MI,"2,389,506",0,"35,706",0
MT,"250,029","4,423","3,031",2
VA,"2,080,262",0,"21,769",0
CT,"732,932",461,"10,742",19
AZ,"1,120,361","1,760","20,382",0
WY,"53,086",0,647,0
MN,"1,435,232","1,334","12,689",2
NH,6,0,0,0
DC,0,0,0,0
SC,"632,848","2,857","9,989",10
WI,"7,660",346,334,7
AZ,"2,019,174",0,"29,852",0
MO,"22,426",583,"1,074",7
WY,"112,551",183,"1,472",0
LA,"455,000",623,"10,324",8
SC,"908,269",917,"14,034",12
VT,"15,681",179,212,0
ID,"176,007",350,"1,929",13
SC,"498,110","2,399","7,918",19
ME,"288,711",0,"2,575",0
CA,"855,072","2,666","16,522",42
VA,"58,465",471,"1,620",9
MI,0,0,0,0
NE,"307,896",832,"3,146",0
MN,"420,544","2,712","5,489",53
LA,"455,541",541,"10,336",12
CT,"735,575",365,"10,779",20
CA,"1,892,348","37,892","22,715",144
NV,"847,687",159,"11,505",3
VI,"5,760",53,53,2
NV,"722,133",0,"10,787",0
MN,"1,418,694",883,"12,391",18
OR,"2,579",69,104,1
VA,"661,314",761,"10,791",14
WY,"167,386",0,"1,845",0
VT,44,8,3,1
SC,"8,134",132,359,10
DC,"8,538",46,460,7
KY,"457,159",46,"7,821",4
MT,"5,539",136,81,2
AZ,"890,111",384,"17,843",0
ID,"2,178",20,67,1
VT,"110,842",0,593,0
MT,"114,189",87,"1,672",1
MN,0,0,0,0
CT,"399,773",410,"8,721",0
ID,"446,227",0,"4,927",0
WI,"1,580,313",0,"13,960",0
NC,"60,886","1,747","1,407",15
ME,"210,861","1,831","1,737",4
MI,"982,675","1,469","19,953",57
DE,"250,033",573,"2,756",6
NE,"276,814",155,"2,920",8
VA,"662,696",771,"10,823",16
MI,"1,020,141",814,"21,224",2
NE,"508,139",633,"4,363",6
DC,"9,016",130,473,3
AZ,"2,062,669",0,"30,332",0
VA,"125,727",948,"2,677",15
MI,"165,160","1,441","6,536",12
RI,"348,071",369,"3,529",2
WY,"65,127",172,776,0
WY,"175,290",0,"1,884",0
KY,"1,327,019","1,419","15,900",9
NV,"35,977","1,288",673,1
NJ,"862,648","4,909","24,134",31
AZ,"1,016,663","4,740","18,853",67
IL,"1,160,523","2,092","22,087",60
MI,"665,985","1,833","16,166",28
ID,0,0,0,0
NE,"11,734",372,147,4
AZ,"200,218",681,"4,929",33
ME,636,17,19,2
VI,"20,828",39,118,0
ID,"200,773",289,"2,199",2
MT,"165,515",423,"2,164",18
DC,"43,229",54,"1,050",1
VI,"15,764",24,111,0
FSM,0,0,0,0
NV,"728,764",605,"10,824",5
FSM,0,0,0,0
LA,"445,469",0,"10,161",0
VA,"166,828",690,"3,457",24
VA,"1,715,479",0,"20,280",0
RI,"36,234",312,"1,232",1
RI,"383,101",362,"3,609",0
CA,"3,706,846","1,419","62,822",81
NJ,"1,018,307",195,"26,294",9
NC,"6,523",354,240,19
MT,"103,980",150,"1,435",0
LA,"44,030",418,"2,968",11
MI,"2,861,595","12,548","38,919",152
OR,"3,623",11,137,0
IL,"1,152,995","2,825","21,869",67
SC,"533,364",620,"8,733",3
VT,"130,595",60,681,0
CT,"439,423",0,"8,972",0
DE,10,1,0,0
NE,0,0,0,0
OR,0,0,0,0
AZ,"1,078,874","2,998","19,737",10
ID,"443,666",117,"4,868",1
MD,"1,009,705",362,"14,314",3
MI,"811,784","6,177","17,376",44
VI,"15,611",0,110,0
MD,"597,068","1,207","11,314",9
MI,"2,393,265",0,"35,776",0
WI,"82,922",740,"1,154",4
ID,"152,364","1,091","1,564",8
MN,"415,302","2,195","5,382",61
LA,"133,125","1,164","4,313",26
ID,"20,721",475,189,12
MD,37,6,0,0
NC,"181,119",823,"3,214",32
LA,"1,168,744",207,"17,146",8
MI,"1,469,482","5,563","25,244",0
NV,"214,064","1,853","2,943",27
NE,"264,840",592,"2,813",4
DE,"113,401",328,"1,888",5
FSM,5,0,0,0
ID,"211,532","1,217","2,280",22
DC,"10,365",38,553,2
CA,"5,477,529",0,"75,847",0
NC,"3,199,184","1,064","26,829",7
MT,716,18,20,0
WI,"1,503,420",0,"12,291",0
WY,"57,613",95,705,0
WY,"175,290",0,"1,884",0
IL,2,0,0,0
MD,"217,329","2,302","5,119",41
LA,"1,168,537",0,"17,138",0
NV,"724,922",0,"10,802",0
RI,"385,571",175,"3,618",3
CT,"8,781","1,000",335,58
FSM,0,0,0,0
CA,"11,253,453",0,"95,165",0
DC,"131,093",205,"1,290",1
MI,"2,472,596",0,"36,140",0
MN,"604,879",121,"7,654",6
RI,"338,740",189,"3,490",2
AZ,"512,838","5,270","8,718",78
MN,"1,426,056","1,024","12,550",12
NV,0,0,0,0
VT,"26,959",148,273,0
NC,"1,526,485","3,394","19,081",15
NH,"103,989",256,"1,396",0
VI,"7,206",0,81,0
IL,"3,066,645","1,324","37,645",14
LA,"1,167,207",0,"16,996",0
ME,"69,171",23,861,1
ID,"480,606",0,"5,047",0
IL,"1,383,065",478,"25,241",8
MD,"580,496",905,"11,165",8
RI,"95,372","1,016","1,934",10
MO,"220,055","5,271","3,656",41
CA,"3,685,916",461,"62,044",23
VA,"1,667,289",867,"19,653",22
MI,"54,435","1,576","4,502",104
NV,"482,138",837,"8,263",19
RI,"14,600",102,756,14
VA,"1,971,358","3,029","21,024",29
VI,"15,632",9,111,0
DE,"119,308",540,"1,931",3
NE,180,27,3,1
AZ,"221,188",317,"5,707",1
RI,"388,287",308,"3,625",1
KY,"48,204",803,"1,098",13
RI,"380,983",297,"3,603",2
CA,"10,420,473","75,043","92,185",130
MI,"446,708","7,721","9,421",118
VT,"105,475",0,578,0
VI,"15,801",17,111,0
MN,"1,412,497",904,"12,261",15
NJ,"1,211,423","1,338","28,134",15
IL,"1,784,900","5,058","29,258",24
OR,"21,272",262,356,1
MN,"1,443,859","1,463","12,752",10
NE,"524,339","1,848","4,432",38
CA,"9,647,488","44,985","90,815",96
OR,"46,460",482,701,9
FSM,3,0,0,0
NC,"19,665",517,732,12
LA,"385,942","2,080","8,590",25
ME,"69,142",10,860,0
IL,"231,185","2,434","8,206",20
MD,"1,115,482","1,633","14,711",9
NH,"97,978",74,"1,340",1
VI,361,0,7,0
ME,"44,850",156,705,2
DC,"14,687",65,616,0
AZ,"824,009","2,276","16,269",84
NE,"515,858",0,"4,366",0
SC,"910,683",454,"14,086",9
NJ,"185,421",391,"15,857",11
NH,"307,103",379,"2,472",0
NH,"101,813",151,"1,389",0
WI,"731,409","1,354","8,445",3
NH,"99,589",17,"1,372",0
LA,763,226,20,6
AZ,"776,082","3,829","13,948",196
IL,"79,007","1,266","3,459",53
CA,"4,054,132","8,552","64,150",54
LA,"167,458",610,"5,511",21
ME,"237,480",263,"2,221",2
MN,"1,466,615","2,660","12,809",4
FSM,38,0,0,0
MD,"462,535",96,"9,790",2
VA,"228,900","2,600","4,029",21
MI,"1,629,362","15,221","27,901",99
VI,"5,864",30,54,1
MD,"360,584","1,547","7,754",31
LA,"448,838",734,"10,216",16
DE,"7,432",118,368,12
NC,"912,471","1,139","12,843",10
RI,"48,383",535,"1,306",6
VT,"30,876",186,308,3
DC,"168,719",0,"1,392",0
RI,"13,404",227,598,18
AZ,"1,217,193","2,774","21,653",0
VT,"19,615",137,232,1
WY,"155,815",0,"1,769",0
ME,"272,637",274,"2,464",1
VI,"14,935",32,102,1
NC,"994,439",202,"13,574",6
DC,"10,801",58,568,0
WI,"527,871","1,626","5,269",8
VI,"7,397",17,84,0
FSM,9,0,0,0
MI,"18,505","1,682",442,84
VA,"88,904",911,"2,141",16
MT,"261,722",0,"3,105",0
OR,"209,973",209,"2,790",2
AZ,3,0,0,0
ME,469,14,10,1
DE,"130,828",502,"2,045",4
CT,"77,060","1,687","4,656",11
SC,"387,653","5,208","5,922",50
RI,"340,871",207,"3,512",2
AZ,"2,109,053",0,"30,452",0
MO,"976,883","6,468","15,880",11
IL,1,0,0,0
NH,"350,353",236,"2,705",0
MO,"395,706","4,184","6,042",55
ID,0,0,0,0
NJ,"271,049","2,506","16,429",4
VA,"30,388",705,"1,009",7
VI,"15,246",17,108,1
MI,"555,870","3,027","12,513",125
CA,"3,691,660",792,"62,479",6
KY,"830,784","2,735","12,639",30
KY,"972,326","12,775","13,423",35
RI,"344,259",264,"3,523",1
LA,"478,464",325,"10,699",6
LA,"476,467",559,"10,660",5
DE,"4,802",38,207,12
LA,"1,133,482","6,206","15,905",64
NH,"110,256",540,"1,431",1
DC,"136,598",92,"1,331",0
WY,"148,382","1,077","1,650",0
NH,"195,004",534,"1,935",28
AZ,"2,007,180",0,"29,268",0
DE,"261,576",205,"2,947",0
WI,"899,647",0,"9,542",0
ME,"98,301",357,"1,095",1
MI,"197,448","1,534","6,770",9
KY,"715,425","2,571","10,980",32
MI,"706,762","2,551","16,803",19
MN,"502,893","1,435","6,839",9
ID,"173,790",481,"1,892",2
MI,"2,672,312",0,"37,428",0
FSM,0,0,0,0
MO,"1,406,560",0,"19,736",0
VT,"114,804",387,604,4
VT,"6,970",138,145,2
VA,"1,669,750",859,"19,714",22
CA,"737,911","2,676","13,647",51
NV,"630,343","15,838","8,760",24
WI,3,2,0,0
NV,"81,812",526,"1,662",11
VA,"1,034,107","5,972","15,224",50
ID,"2,127",21,65,1
MD,"448,989",649,"9,372",13
NE,"181,924",376,"1,837",19
ME,"283,613",192,"2,513",1
WY,"119,093",995,"1,572",0
IL,"1,663,364","2,481","28,152",63
MO,"922,489","1,755","15,462",3
NE,"68,881","1,617",637,9
MN,"40,767",631,"1,533",5
NJ,"476,340","5,688","18,194",21
NV,"464,633",0,"7,918",0
RI,"110,098",508,"2,162",4
KY,"430,201",269,"7,424",8
VT,"6,769",75,142,3
NJ,"988,886",0,"25,399",19
IL,"1,518,071","3,356","26,472",20
VI,0,0,0,0
IL,0,0,0,0
NV,"835,790",425,"11,339",8
MD,"988,943",796,"13,787",42
FSM,0,0,0,0
NJ,"2,412,005","4,356","33,760",5
RI,"337,762",105,"3,435",1
VT,"31,032",84,312,3
IL,"1,503,063","4,041","26,401",66
ID,"459,525","1,618","4,961",7
FSM,0,0,0,0
SC,"619,255","2,267","9,954",2
FSM,9,0,0,0
CA,"10,495,155","74,682","92,292",107
WI,"475,340","4,055","4,408",56
WY,"2,848",40,27,1
VI,"1,921",0,23,0
VT,880,2,53,0
SC,"834,453","2,961","11,777",28
VT,893,2,54,0
NJ,"2,273,050","3,401","33,467",12
MD,"67,918",359,"3,321",13
ID,"488,067",0,"5,107",0
CA,"621,562","7,873","11,104",110
CT,"347,748",70,"8,245",-2
IL,"2,897,174",0,"34,439",0
CT,0,0,0,0
NV,"320,150",436,"5,523",8
MT,"106,941",118,"1,537",9
AZ,"2,125,567",0,"30,515",0
NJ,"506,145","4,602","18,613",18
MD,"1,147,362",0,"14,838",0
NC,"1,082,304","4,380","14,042",19
MT,"93,246",312,"1,227",17
MN,"612,001",543,"7,756",3
FSM,"7,856",0,27,0
DE,"117,296",295,"1,919",0
VA,"142,590",580,"3,089",29
KY,839,130,28,6
NJ,"1,008,046",152,"25,810",9
VA,"1,996,416","2,542","21,163",18
NV,"4,690",88,213,0
NE,"34,115",286,392,0
LA,"1,204,111","1,650","17,356",1
VI,"15,444",4,109,0
MO,"1,509,862",0,"20,779",0
FSM,0,0,0,0
ME,"91,389",499,"1,022",0
NJ,"539,546","5,959","19,187",27
MD,"445,493","1,002","9,305",9
SC,"1,480,200",617,"17,871",1
NE,"477,183",0,"4,053",0
SC,"1,386,645","8,331","15,493",65
ME,"284,096",419,"2,524",11
NV,"294,289",309,"4,967",10
NC,"1,194,093","8,056","14,886",68
VI,"2,907",0,26,0
WI,"1,553,551",0,"12,877",0
MI,"1,023,273","1,592","21,233",5
FSM,"10,036",0,31,0
VT,2,0,0,0
CA,"784,324","2,630","14,900",27
CT,"205,994","3,236","6,324",37
DE,"109,510",142,"1,866",1
MT,"277,497","1,305","3,400",15
NC,"718,088","6,661","10,262",92
ID,"464,094",0,"4,981",0
DE,"27,139",242,782,5
VA,"744,187","3,027","11,693",18
FSM,14,0,0,0
NV,"125,459","1,665","1,947",3
NJ,"152,989","1,273","10,985",142
LA,"145,661","1,545","4,851",54
DE,"9,729",35,503,1
CA,"10,564,928",0,"92,469",0
NJ,"220,023",836,"16,174",3
NJ,"865,886","3,238","24,174",40
IL,"3,209,341","8,411","38,005",8
MT,"22,821",588,241,1
MD,"265,440","2,280","6,009",35
CA,"4,643",842,101,23
MN,"1,621,194",0,"13,393",0
ID,"195,930",99,"2,165",0
NH,0,0,0,0
VI,"1,348",0,21,0
NH,"272,492",0,"2,205",0
MN,"605,297",79,"7,680",0
NC,"658,883","7,934","9,308",95
MT,"78,522",575,914,19
WI,"1,801,328","2,187","14,971",6
RI,"144,889",9,"2,729",0
KY,"421,994",673,"7,275",9
KY,"1,313,214","1,448","15,480",34
RI,"145,353",29,"2,736",0
WY,22,4,0,0
NC,"1,505,654","2,114","18,881",17
FSM,"9,221",184,28,1
MN,"1,424,613",0,"12,531",0
FSM,0,0,0,0
DE,"15,892",69,622,0
RI,"11,678",211,468,6
NC,"1,873,370","32,483","20,226",68
MI,"101,813",860,"6,019",24
CT,"811,932",0,"10,973",0
DE,"137,757",501,"2,109",6
DE,"253,182",228,"2,822",5
MO,"1,650,860",0,"21,533",0
NC,"1,306,764","6,275","16,110",84
RI,"51,132","1,111","1,337",5
KY,"4,124",132,243,5
ME,"267,987",276,"2,409",1
FSM,31,0,0,0
OR,"124,476","1,629","1,603",28
NH,"109,463",250,"1,429",1
MD,"455,257",512,"9,520",15
RI,0,0,0,0
NC,"870,882","1,897","12,530",18
NE,"254,976",632,"2,362",2
VT,"22,828",3,249,0
DE,"89,567",180,"1,669",4
MI,"785,211","7,445","17,223",33
WY,"4,566",128,46,0
RI,"361,502",828,"3,548",0
